@relation weka_SO_comments_model

@attribute text string
@attribute @@class@@ {good,bad}

@data
'. you\'re a faggot ass rapist motherfucker and i\'ll literally end you',bad
'Faggot ass for a boosted bitch ’',bad
'NO! I told you bring it not him ol faggot ass’’',bad
'Ain\'t nothing bitter bout me you dick riding bitch ass nigga. You mad cause I exposed your faggot ass.',bad
'These faggot ass niggas really think they a female',bad
'Bring your faggot ass back',bad
'you piece of shit. I stepped on dog puke last night cause your faggot ass was feeding that fag fries',bad
'Faggot ass little bitch boy',bad
'faggot ass boy',bad
'Faggot ass journalist from Complex gonna go and call Chris Brown album a directionless mess. Just say you don\'t like Chris bro, it\'s obvious',bad
'someone track down this Korean cake faggot ass',bad
'I\'d be rich if Uncle Sam would take his faggot ass on somewhere! They tax me a check. Fuckin bitches.',bad
'When I hear about youngsters I know joining military I just a say a prayer cuz of this faggot ass bitch.',bad
'nobody wants to write a fucking paper on banquo and his faggot ass friend macbeth',bad
'faggot ass nigga you said you had no cookie dough yesterday',bad
'white women cut themselves for a faggot ass Canadian and you expect me to believe the majority of blacks cut too??',bad
'I fucking hate my faggot ass brother',bad
'He swear he a blood but pronounced the C in bitch. Man I\'d kill this faggot ass dude Bruh',bad
'We all know ur faggot ass wrote that.',bad
'Fuck all u faggot ass fat ass niggers BlackOutDay PosiBean BodyPosi',bad
'Tired of that faggot ass bitch his retarded ass lil hoe',bad
'lmfao yeah.. I\'m ugly.. I\'m sure you wanna suck my dick with your faggot ass',bad
'somebody get they faggot ass son man that aint cool idc what nobody say',bad
'I\'m not naming my kitten after some faggot ass mostly obsolete school.',bad
'Nah you rather the team go - so your faggot ass can bitch about Jay and Kirk for the whole offseason',bad
'I hate a faggot ass nigga',bad
'Shit like this, fam.. Smmfh Can\'t stand these faggot ass niggas, bruh.. Eye taught my sister how to kill these types',bad
'faggot ass midget bitch',bad
'Shut your faggot ass up ’’’’’',bad
'Fuck that faggot ass nigga white boy wasn\'t even bout it and he fucking with him',bad
'I\'m Praying The Leave All These Faggot Ass Dances In ’ Please Lord .',bad
'you\'s a faggot bitch.. nat.. ugly.. not tuesdae doe.',bad
'Faggot bitch',bad
'When nicks downstairs playin his game and all I hear is WTF YOU STUPID FUCKING FAGGOT BITCH! I died a little lmao ’’ it was so unexpected',bad
'Faggot bitch',bad
'faggot bitch',bad
'He\'s a real deal faggot bitch ass I need his hands',bad
'It\'s a joke you faggot bitch. Lol',bad
'IF YOU HATE GAY PEOPLE YOU SHOULD GET YOUR ASS BEAT YOU\'RE A CLOSE MINDED FAGGOT BITCH KISS MY FEET',bad
'pride being defiant FAGGOT RUSSIAN CLOWN SCRUB TATTO OFF YOU FAGGOT BITCH GETTING SHOT IN THE FOREHEAD',bad
'why is everyone on twitter being a sad little faggot bitch tonight? jfc smh fam tbh',bad
'fuck that piece of shit seth rollins I hate you you little bitch asshole cock sucking faggot bitch fuck you Slammy seth your a bastard',bad
'GTFO habs fan faggot bitch you guys fucking suck',bad
'. Being a fucking faggot bitch Getting offended easily Anger management issues Pressing your opinions into facts',bad
'hey hi, blowthony jobthano here, the internet\'s busiest COCKSU C C ING FAGGOT BITCH',bad
'you still a faggot bitch',bad
'you SHOULD ONLY have sex with a woman you faggot bitch it\'s Adam and Eve not Adam and Steve you messed up mother fucker',bad
'Faggot Bitch cunt ass motherfucker',bad
'shut the fuck up you inbred faggot bitch',bad
'FUCK YOU SPODERMAN YOU GAY ASS FAGGOT BITCH',bad
'Musty pussy faggot bitch just tryna lick my sack for riches.mhm',bad
'Hey can you do BRONCOS COUNTRY a favor and let Cody Wallace know he is a faggot bitch',bad
'i hate you you ugly faggot bitch piece of shit.',bad
'Coolify commented Kill yourself you idiot stupid dumb retarded noob cunt worthless faggot bitch piece of pig\'s shit son of a dick suck',bad
'He\'s a faggot bitch but he\'s still day one',bad
'you a racist faggot bitch all that talkin goin to get your dumbass wacked trynna run for president dummie.',bad
'thanks faggot bitch love you too brotha',bad
'yo fuck u ugly ass bitch u better unban nvckiekane and schoolshooter ye right the fuck now faggot bitch',bad
'\' Donald Trump Only In America, yak yak yak ! \' , fuck you motherfucking dickbrained faggot bitch ass donald trump ! fucktrump',bad
'you\'re such a faggot bitch',bad
'Fat ass faggot bitch you need some weed and dick in your life',bad
'And I came at the brother with respect, he still called me everything from faggot bitch fuckboy but he calling black women angry? ’',bad
'Hm. for swear in jizz pussy faggot bitch ass asshole tubgirl do grep -i swear tweets.csv wc -l done',bad
'There\'s a reason this faggot bitch got cut. Bc he fucking sucks',bad
'lmao you don\'t remember that fake page that was made just for me you and jade she tried me. Faggot bitch.',bad
'Not all faggot bitch relationships are the same. At all!',bad
'OCCUPIED SEAT ANTICHRIST BOPICH SOUEN FUCK YOU RETARDED MONkey LIES siHAMoni NOrodom WHY DONT you SHOW YOUR right HAND FAGGOT BITCH.',bad
'I said fuck this little faggot bitch cried, found my peace and a new nigga. he\'s still trying to get me back’’',bad
'id tackle u then proceed to deadly tickling faggot bitch',bad
'I enjoyed The Force Awakens. It had alot of flaws. Kylo Ren was a whiny emo faggot bitch and a crappy villian. Smoke sucked balls too.',bad
'your a faggot ’’bitch was getting naked on my bed and shit',bad
'Josh Norman you fucking faggot bitch',bad
'WHO YOU ARE YOU FUCKIN FAGGOT BITCH obama WILL BE REVEAL SOON, THEN WE WILL DESTROY EVERYTHING YOU\'VE DONE!',bad
'is a bitch. faggot, bitch nigga, BITCH! ho ass nigga! FAGGOT BITCH! !',bad
'suck my dick bitch you spelled piece wrong cunt faggot bitch',bad
'When I told them that we didn\'t , they called me a Faggot Bitch ’ What . Calm your year old ass down',bad
'happy birthday faggot bitch',bad
'He\'s getting scared of people standing up for small fighters instead of him Faggot bitch',bad
'some faggot bitch that cheer leads',bad
'’’’ I love you faggot bitch ’’’’',bad
'who you calling a faggot BITCH grow your followers like I grow my DICK little bitch get the fuck outta here',bad
'Niggas on Twitter will call U a faggot for taking money from your girl. Shit prolly weird to a lot of y\'all',bad
'So I got called a faggot for the first time in public today.by a group of year old boys’’’’’',bad
'Lmao Odell cried cause they called him a faggot for dancing',bad
'My year old neighbor just yelled at Garrett and called him a faggot for no reason. So mature..’',bad
'i wanna pay and be sissy faggot for you goddess please',bad
'you are a faggot for getting rid of it and i hope yo ug et riddled with piccolo',bad
'Still can\'t believe a LAWYER just called me a faggot for speaking up about SandraBland',bad
'haters who called justin faggot for years, now saying that his music has evolved and it\'s good now, no you asshole it was always good',bad
'He a faggot for wasting all that food.',bad
'Russell Wilson a faggot for not fucking Ciara yet. Talking all that church bs nigga everybody at the church fucking they just fakin',bad
'this nigga a faggot for this and his punches aint do shit to the girl',bad
'I, am a gay faggot for the love actually soundtrack and cry to that fucking songbird song every time now you all know the truth',bad
'If you could not be a faggot for like, ever. That\'d be awesome.',bad
'CCB EDWARD NG U R A FKING FAGGOT FOR BRINGING MY HOPES UP',bad
'Before Heath Ledger died everyone acted like he was a faggot for brokeback mountain, i guess bein the joker made him cooler',bad
'I remember when shittalky called a dude a faggot for going easy on him during a roastin session because his uncle died',bad
'cam a faggot for sapping that nigga. I can\'t be cool w a nigga beefin w my teammates',bad
'Even though the guy was a faggot for harassing her friend, it still doesn\'t mean she was in the right either, which sucks overall',bad
'yea son is a faggot for that',bad
'g eazy is a fucking faggot for buying the bake sale beat',bad
'I\'m a faggot for Laura',bad
'Does it make me a faggot for getting really happy about?',bad
'’ it\'s gay appreciation month’’’’’’’ send this to your gayest faggot’’’ for rich semen’’’’’’’’ and a clean anus ’’’’’’’’’’’’’’’’',bad
'Brittany a faggot for real.',bad
'I\'m fucked out of my mind and also a huge fuckin faggot for tweeting this',bad
'’’’’’’’’’’’’’’’ you\'re a faggot for this lmao I luh you doe',bad
'You\'re a faggot for this',bad
'Ra\'shad a faggot for searching his name',bad
'Faggot for tripping him',bad
'I\'m two tweets in and I\'ve already been called a faggot for using the term avi.',bad
'why did hannah walker\'s brother call louis a faggot for cheating on hannah with a guy',bad
'just got called a faggot for not liking Star Wars?',bad
'faggot for calling me cutie smh',bad
'I need feminism because my dad keeps calling me a faggot for stealing my sister\'s cateye glasses',bad
'a faggot for tweeting this gay shit',bad
'Bruce Banner still a faggot for what happened in Age Of Ultron. Black Widow throwing the pussy at him and he decides to go into hiding',bad
'I blocked that faggot for posting a video of him smoking a cig complete faggot',bad
'so im a faggot for replying fast? that makes sense ’',bad
'i feel like a faggot for listening to this but who cares in the current year',bad
'OMG your friend is such a faggot for banning people in tc earlier, seriously you don\'t need fuckheads like that in your life',bad
'a faggot for that',bad
'youre actually a fucking faggot for cutting lmfao',bad
'YOU\'RE A FAGGOT FOR BLOCKING ME AND I\'VE NEVER EVEN SPOKEN TO YOU DICK HEAD',bad
'You a faggot for tweeting another mans dick and y\'all expect a nigga\'s dick when soft to be inches? Smh',bad
'does it genuinely make you happy or are you just a faggot for no reason',bad
'he\'s a faggot for being offended by that',bad
'If you could not be a faggot for like, ever. That\'d be awesome.',bad
'this boy called me a faggot for not sending him nudes. nice',bad
'Hahahahaha he adds seconds for Giroud being a faggot for about and a half years',bad
'Fuck u bitch Read the rules fool You got to stop being a faggot for ONE WHOLE YEAR before u can donate jew',bad
'You said you were going to fucking change. I guess you\'re still a faggot smh smh',bad
'WaPo hack laffs Americans who worry about future. \'Progressives\' upset because U call hack faggot. SMH.',bad
'people still use XD? Plus it\'s faggot smh.',bad
'I won\'t take a roast from a nigga who shaves his arms like a faggot smh',bad
'He\'s your Man you faggot smh. Don\'t you know that\'s haram?',bad
'OBJ such a faggot smh',bad
'FRANK OCEAN NEVER DROPPIN THAT ALBUM CAUSE YALL KEPT CALLIN HIM A FAGGOT SMH',bad
'This man gotta be a faggot, smh ’’',bad
'What a faggot smh',bad
'bruh if you don\'t gtfoh what kinda faggot smh',bad
'Odell gay he started that fight like a faggot smh',bad
'your really a faggot smh',bad
'why you sending me payments on different apps faggot smh',bad
'look at this faggot smh',bad
'that\'s when he finally got that anger out. He been should have done that. He was throwing bitch slaps like a faggot smh',bad
'Lmaoo how you expose a girl like weeks ago, but you lowkey a faggot. smh.',bad
'tommy is a faggot smh',bad
'nah faggot smh',bad
'fucking faggot.smh at this cuntry',bad
'stop being such a s baby you faggot smh',bad
'If I told y\'all I was shivering then y\'all gon call me a faggot smh',bad
'i just had to explain to my mom why she cant say faggot smh',bad
'Nah I got the hiccups I\'m really a faggot smh',bad
'that playoff disappearing lightskin cheater stripper faggot smh',bad
'Cant believe that nigga steven fernandez or Switch God Faggot smh these niggas deserve to get their assholes pushed in',bad
'Say to say Odell a faggot smh',bad
'cuz you laugh like a faggot smh',bad
'im scene not a faggot smh',bad
'what a faggot smh',bad
'god what a faggot smh',bad
'how that make me a faggot smh',bad
'you\'re a fucking faggot smh',bad
'faggot smh',bad
'Yo son he\'s really a faggot smh',bad
'But realshit though, my neighbour is a snitching faggot. Smh',bad
'You could be anything and you chose to be a fucking faggot, smh',bad
'NBA suspended Rondo for calling a nigga a faggot? Smh',bad
'she looks like pepe u faggot smh',bad
'what a fucking faggot smh.. I can\'t believe u mod I had so much respect for u',bad
'Crazy Rondo had to fake apologize for calling a gay ref a faggot smh',bad
'this nigga comparing nigger to faggot..smh',bad
'calling him a faggot.. SMH. This is in the public so anybody can get into it if they want.',bad
'wwe faggot smh',bad
'Rajon Rondo called a gay referee a faggot. Smh',bad
'Never knew i was such a faggot smh',bad
'I hate this soft world we live in. Rondo getting suspended for saying faggot.smh. Now let\'s see how long it takes someone to chew me out',bad
'He got suspended for calling an NBA referee a faggot? SMH',bad
'This girl fucked my eyebrows up I look like a faggot smh',bad
'Everyone\'s going after rondo now, ref just happened to be a faggot, smh',bad
'All these mics and cameras on the courts nowadays, and none of them heardcaught Rondo calling gay buddy a faggot? Smh',bad
'Are you the LadyBoy fan club security guard? You gonna be the faggot that fights for Kidney\'s honor?',bad
'ezam is a faggot that\'s all you need to know',bad
'aids Bankruptcy faggot. That really broke my heart',bad
'exactly, any nigga that gets his eyebrows done arched is a faggot. That\'s final',bad
'Bruce Jenner a faggot that don\'t believe in gay marriage',bad
'dearsantasorryfor all those times i said faggot that was really insensitive of me please bring me a hot bf and also anime titty',bad
'this is dumb but I\'m so fucking mad I can\'t have the Twitter I want.. The faggot that has it has been inactive for almost a year',bad
'Connor you\'re a faggot that\'s all there is to say',bad
'I could keep going but I\'m not. Point is, he\'s a hypocritical faggot that looks like this emoji half of the time',bad
'THIS IS . YOU CANNOT SAY FAGGOT. THAT IS OFFENSIVE TO GAY PEOPLE EVERYWHERE. EVEN THO THEY ARE FAGS, YOU CANNOT SAY THAT.',bad
'a fucking faggot that needs to die this instant',bad
'you and any other faggot that was in my mentions',bad
'fuck any faggot that does this and believes this',bad
'ps faggot that\'s what you get',bad
'imagine being that much of a faggot that you like Mince Pies',bad
'That lil faggot that raised them pills to each is living In hell he got fired from all his jobs.. GodDontLikeUgly',bad
'total faggot coward. who irrationally runs from foreigners like the unbearable faggot that he is',bad
'i am officially done now with you. You are just a faggot that plays cod all day likes to lick vahns nuts',bad
'I hate the hoodphantom he\'s a spastic faggot that started clowning himself to fit in with his cod friends',bad
'If OBJ is gay Panthers called him a faggot..that would explain why he went apeshit in that game. Nigga probably blacked out',bad
'where? English girl you little faggot. that\'s a brilliant thought of you btw nak ’’',bad
'me and Gary read this tweet together and we both agreed you\'re still the same faggot that you were before oneonta',bad
'HUGE DIFFERENCE.Calling someone faggot that is in LGBT community using it as slur towards Heterosexual. OBJ is reaching firsttake',bad
'isn\'t that the faggot that was self advertising on the livestream lol',bad
'who even was this faggot that you hacked?',bad
'think Im offended by your shit bars, Im a big man out here like a jam jar.. You\'re a faggot that is has a penis like a maggot',bad
'So lucky to have this faggot that I could talk to.',bad
'Fear yk is actually a faggot that fool is is accessing Triztrocity\'s lineups for free and bragging to him about it like what a tool',bad
'You scumbag You maggot You cheap lazy faggot That\'s when I know it\'s Christmas',bad
'its a faggot that\'s fr sure! D',bad
'Well I do care,sorry you don\'t. I ain\'t gonna stoop to the level others have that call me Nigger and Faggot,that is beneath me.',bad
'Luxray is the biggest faggot that xrays fucking play legit cunt and you are terrible.',bad
'deleting old pictures is making me hate the faggot that I am I\'d saw was but i haven\'t really changed',bad
'this is the same faggot that posts mishima-appreciation threads every few weeks.',bad
'you\'re a faggot that still makes news on - year olds LMFAO jokes on you old man.',bad
'But she didnt like you back cause you\'re an ugly ass faggot that recolors packs dumb nigger',bad
'Damon is a grade A faggot that\'s it.',bad
'StevieKomer your grandma makes cookies like a faggot. That\'s yours',bad
'He\'s a lonely old wannabe cat lady faggot that has nothing better to do.',bad
'He is a faggot that\'s all I am going to say.',bad
'ur a fucking gay ass pussy faggot that deserves to be eaten by a half cobra half nigger',bad
'and he\'s crying about getting called a faggot, that doesn\'t bother someone who\'s straight so by deduction obj is gay',bad
'you sound like a giant faggot that should just oven himself.',bad
'pussy ass faggot that boy gonna smoke you',bad
'I read some complex accounting matters that suggested you got fired today, faggot. That true??',bad
'Hey Joey - the same Millen who refused to move his family to Detroit from PA? The same Millen who called Johnny Morton a faggot? That guy?',bad
'MotherFucker you are a faggot that was uncool you will go to jail or prison Uncle Larry will call the cops I would too',bad
'shut up kid ur a faggot that plays on ps would shit on u while both of his eyes are being poked with a fork',bad
'I can call you a faggot, that don\'t mean you gay dummy',bad
'just a little faggot that\'s all George ’',bad
'you guys are faggots and have no life\'s and u should just quit in life cause you can do anything so u hack',bad
'I thrive off winding up faggots and feminists on twitter',bad
'subtweeting faggots and some princesses that are or years old',bad
'neither you\'re both faggots and need to kill yourselves',bad
'no my country is ok take a look at yours royal air faggots and black and tans',bad
'that\'s because the world has turned into a bunch of over sensitive faggots and the media is trying to salvage',bad
'OK. As long as you remember that Jesus also condemned faggots and abortion, and false prophets like muhammad later I know',bad
'You\'re all faggots. And that\'s coming from one.',bad
'Hopefully there won\'t be all those sweaty faggots and I\'m Tryin to get these head clips almost had a nice on yesterday',bad
'S.A.D. Seasonal affective disorder. Happens to faggots and pussies',bad
'Smash brothers is for faggots. and if you disagree, you\'re wrong.',bad
'On my way to the top you can have the fame cause the game filled with a bunch faggots and lames',bad
'I can guarantee Reggie wasn\'t threatening Cardinals and Vikings players beforehand and calling them Faggots and such.',bad
'dick I\'m not like all you gay faggots and only care about riding a big dick size don\'t',bad
'I\'ll still be able to break motha-fuckin\' table over the back of a couple of faggots and crack it in half',bad
'Ugh, office politics. Just whiny faggots and backstabbers. No thanks.',bad
'Harsh on faggots and homophobic',bad
'When you want to tweet your feelings but then you remember Twitter is for faggots. And feelings',bad
'I hate revolvers so much they for faggots and people from Texas',bad
'I\'m not out here calling people faggots and telling people to get AIDS. Who are the real losers',bad
'Faggots and their lists. LOL',bad
'faggots and a guy I don\'t know',bad
'there\'s cute selfies, faggots, and underage penis on my TL.',bad
'Yall niggas be undercover faggots and rats! IDontRespectYall.',bad
'My verbal AK slay faggots and ion mean no disrespect whenever I say faggot, okay faggot?',bad
'this nigga screamed faggots and went down the one way. give him all the cool points',bad
'Does anyone know a place that will repair a hdmi port on a ps the faggots and Best Buy said they can\'t do it',bad
'Idk if ESPN knows this.. but guys call either each other faggots and typically it\'s not cause we think the other is gay',bad
'No reason to call people faggots and queers but yet he still did it',bad
'Y\'all hoes love these faggots and trannies until ya catch ya nigga wit one!! ’’',bad
'with no hesitation. The Kindred Sanik Fast IGN called bot lane faggots and to fuck themselves. I hope that you can please',bad
'Me let\'s introduce ourselves and say something about us My boss my names Jeff. I hate pussy whipped faggots and I love to fight ’’’’',bad
'editors need to quit being faggots and take the fps cock',bad
'Niggas faggots and I don\'t argue with those',bad
'u both r worthless fucking faggots and r ignorant af hmu if u r ever in ny thanks take the L',bad
'feminists and faggots and their bloodthirst for revisionist history',bad
'Josh Norman prolly was calling Odell all types of bitches and faggots and it worlds lol',bad
'I was legit sitting in Skype with zack yesterday doxing younow faggots, and scaring them shitless.',bad
'The next generation will be filled with faggots and snitches',bad
'That cant be healthy.Id get too fat. I just heard about faggots, and I want one. They sound like meatballs.',bad
'. . You criticise the faggots and your in for it! Gaystapo ! Rename it the PC sports personality of the year',bad
'The name gaygot happened just bc we always used faggots and gays to call each other',bad
'--over the back of a couple of faggots and crack it in half. Only realized it was ironic. I was signed to Aftermath after the fact. How--',bad
'lol he calls us some faggots and yet he plays with spinning tops as well.',bad
'Two Things I Hate With Passion. Faggots And Fakes',bad
'people are faggots and douches lol',bad
'PeopleWhoMadeMyYear you\'re fucking faggots and I love you all',bad
'Faggots and star wars. Damn',bad
'I plan to purge many of them from my follows next week. Too many faggots and probable FBI informants.',bad
'I got added to two lists got called faggots and trannies ?? Ok, should i be offended?',bad
'College is for faggots.. like dead ass. Niggas can\'t even do their job right.',bad
'Canada is full of faggots like you',bad
'I\'m pretty sure half the bitches around me date faggots like that',bad
'Anglos are wimpy fags complaining that muslims and other savages are not peaceful faggots like themselves.',bad
'rushing to debunk MUH PRACTICAL EFFECTS faggots like',bad
'I\'m sharp witted and a quick thinker when I mock faggots like you.',bad
'These faggots like dick ON GAWD they do, now you got ones who just like ass but it aint too many of them InPhilly',bad
'ugh i hate faggots like you.',bad
'No respect for any faggots like this.',bad
'thats what ultimate faggots like you get in life. ultimate faggotry like yours attracts hatred and ill will. fucking faggot',bad
'can Hitler come back to life and kill all faggots like this',bad
'I noticed fifa on your trophy list. why on earth did they buy fifa!? that\'s only for faggots like me',bad
'When u examine faggots like MLK jr and DuBois. talk about SELECTED. These were not self-made men.',bad
'Sick of pretentious faggots like you',bad
'your a whack ass Twitter song writer who only has followers. faggots like you who be on my dick don\'t know me kills me.',bad
'Yo Gil gotta chill just said faggots like ten times in a row.',bad
'hes one of my fav players only faggots like doyle cry about a dirty hit what nfl player hasnt tried to land a dirty hit before',bad
'Only faggots like this',bad
'the underground became lost when everybody decided the whole point was to become faggots like real celebrities are.',bad
'Yeah I would like to rape \'faggots\' like Gambini! Gimme a break whacko p',bad
'a bunch of soundcloud faggots like follow me and it doesnt make any sense',bad
'I\'m not scared of faggots like you. I strive to remove degeneracy like you from the world. Fight me faggot',bad
'doing my bloodvelds task man i always deal with faggots like this',bad
'The Russians are many things, but they\'re not pussy faggots like American liberals are. tcot',bad
'Celebrity\'s are the new gods and there followers are blind pagan faggots like Chava',bad
'Do the world a favour and just end it all. The world doesn\'t need year old keyboard warrior faggots like you.',bad
'verbalabuse for pathetic cuntface faggots like you! fem',bad
'But I don\'t give hysterical faggots like you the time of day.',bad
'jnoubis are great people and all but you have some faggots like that Khodr and Mayyish bitch who make you guys look bad',bad
'I know she\'s on our side but you have faggots like Khodr and his boys who like to spark shit',bad
'you\'re all wrong! It\'s faggots like you guys that make up bullshit lies! Stop acting innocent',bad
'He sends the faggots like you into hiding at least',bad
'Muslims are the muscle that faggots like are counting on to rape murder Whites.',bad
'hahahahahaha Faggots like these would certainly rot in hell.',bad
'I know way too many faggots like that lol',bad
'Hopefully by they also separate all the faggots like you from Pakistan. Alhumdulilah',bad
'gotta be as cold as dry ice with faggots like tony v',bad
'Salahuddin seriously made faggots like you his bitch. Now I\'ll make you my bitch.',bad
'because we laugh about faggots like you, who only have football Twitter. Without it you\'re nothing',bad
'bitch your gorilla fav is I\'m sorry I don\'t listen to pretentious obese faggots like stefani',bad
'I don\'t start shit i am just in the mix cause attention seeking faggots like you start it',bad
'it past your bed time. No wonder no one reads that garbage on vice because faggots like you write shit fuckoff',bad
'I have bruh n I\'m still here I used to work in a pub dealt with faggots like you daily Now what? Back to jerkin..',bad
'Bruh, the Empire were ALWAYS the good guys. They weren\'t faggots like the Jedi.',bad
'its like we get nice things and we cant use it because no life faggots like you are like hey lets be gay and shut down psn',bad
'ARM WRESTLING IS FOR LITTLE FAGGOTS LIKE YOU',bad
'good luck, don\'t get how someone be so dense, and the fact that people actually support faggots like that, fuck it.',bad
'and I curve the faggots like you',bad
'there are sj faggots who think nafedude is a kid.',bad
'running with lfg faggots who think they know everything',bad
'Faggots who ain\'t come out the closet yet be like.',bad
'its impossible to do anything against faggots who fucking kill themselves every fucking time you hitmarker them. fuck them all',bad
'Had to cop one of these for all you faggots who like to lie',bad
'Am I one of those faggots who puts the same thing both answers on a poll?',bad
'ALL FAGGOTS WHO SET DIS OFF BUT ITS REALNIGGAHOURS',bad
'and ppl actually think Lovren is better. Some reds change their opinions game by game. Faggots who never go to the game',bad
'The same faggots who think wwe takes actual skill and is a sport are the same ppl who believe in the tooth fairy',bad
'fuck what ppls say some of these lames will always be faggots who want us to fuck them and because we don\'t they talk shit',bad
'This is why Donald Trump is leading the polls. War on political correct faggots who hide behind lawyers, HR cunts or employment equity.',bad
'Gay faggots who depend on him to draw their shit waifu hentai',bad
'no u associate urself with anime faggots who feel powerful over other teenage nerds',bad
'wow reading ur timeline ur one of those right winged faggots who type in caps ur so cool u cunt go die',bad
'i hate all of you faggots who livetweet wwe you cunts',bad
'All these news media faggots who never got picked play on anybodys team growing up want obj suspended cause he played aggressive yesterday',bad
'lol at faggots who ignore you',bad
'Feckless faggots who don\'t actually care about the desires of the people who voted them into office. Party.',bad
'Of course there were some - year old faggots who kept talking throughout the movie. I guess that should be expected sigh.',bad
'those who criticize me for banging my sister are just fat faggots who never leave their houses. dont judge me. my sister is hot.',bad
'MOST OF U TWITTER FAGGOTS WHO SUCK KANYE BALLS',bad
'the faggots who are excusingdefending pia bareback are the same faggots who were crying for jennifer laude\'s murder some months ago amazing',bad
'Cause there faggots who are gonna get ddosed back soon if they don\'t stop',bad
'Never plan on losing your own personal wars, No respect for them faggots who enforce there laws.',bad
'Being a sheep. Faggots who have made my',bad
'My brother goes to Mizzou you guys are obnoxious faggots who stand around and do fuck all. You shit up the campus.',bad
'BoycottStarWarsVII may have failed, but at least it existed to do the right thing. Unlike those regressive faggots who made the movie.',bad
'Maybe one day i will look damn cute and all the stupid Chinese faggots who reject me want me then say race isn\'t an issue HAHA FUCK OFF',bad
'Fml i feel like unfollowing all these faggots who spoils star wars',bad
'I love Jesus I love Jesus I HATE faggots I love Jesus I HATE faggots Who do you hate? dirty fucking faggots!',bad
'the demographic that these teams try to appeal to is a bunch of year old brainwashed faze faggots who actually enjoy that',bad
'speaking of self-hating faggots who aren\'t funny, did you respond to Chu\'s tweet yet?',bad
'I am doing me that\'s why I don\'t care about faggots who say I try to hard on the Internet lmao',bad
'I HATE FAGGOTS WHO TRYHARD TO KILL LAST',bad
'TRAPS ARE FAGGOTS WHO WILL TRY TO TAKE DIS CRACKAS KFC!',bad
'a beautiful day with hannah and brodie. death to the faggots who try to prevent days like these',bad
'I kind of feel sorry for those faggots who play in Santa Clara!’’’ Damn they suck!',bad
'Why are American comedies full of whiney faggots who just talk fast and shout?',bad
'Oh god, it\'s those edgy teenagers or fat fedora wearing faggots who think communism will save the world.',bad
'ALL FAGGOTS WHO WILL TRY TO POP OFF!',bad
'Some days I just don\'t wanna use the OP guns in BO .. Then faggots who use those guns get streaks on my teammates and I\'m forced to use em’',bad
'Lol at all you faggots who are bandwaggoning Star Wars',bad
'Those Gay dudes who expose better yet imma say faggots who expose are WEAK AS FUCK, they just want some glo on social media ’’',bad
'm i wonder what happened to those faggots who kept on counting their pages on the first few weeks of',bad
'When someone messages me just to ask why my friends are whiny faggots who can\'t take what they wanted me to do',bad
'if any of you faggots who were too scared to play fancy yourselves at drinking instead we\'ll be in the colliery from gasson',bad
'Will never understand faggots who watch straight porn.',bad
'Its only faggots who sleep',bad
'faggots who wouldn\'t want that',bad
'White peoples are disgusting faggots who think they are a superior race',bad
'Fags are our friends',bad
'Just found out that you fags are already working on trying to revoke my bail.. I will not go quietly and will take quite a few of you wit me',bad
'Are PvP fags the most cancerous thing that happened to the Souls series? Yeah lore fags are cancerouse too but at',bad
'See.he\'s obsessed with me and my love life, like fags are, it\'s kinda sad and pathetic',bad
'don\'t play s some fags are booting for . and lag switching the host',bad
'a slab nd a sleeve of fags are my only friends for d night I am in serious need of a gattin buddy it\'s breakin my poor little heart',bad
'You fags are lightweight',bad
'Ok, i\'m done. in , what a fucking hypocrite. \'\'I\'m not the boogie man, fags are\'\'',bad
'U damn circus fags are funny',bad
'An America where kikes and fags are routinely bullycided? Count me in.',bad
'red pill fags are gay too',bad
'PUA fags are the worst',bad
'Everyone gets told fags are bad and to give up. Then they replace the fags with fat filled food and be just as unhealthy.',bad
'Which fags are getting down and tributing Xmas presents! Prove urself that u wanna be owned Hey look at',bad
'Tryna get a set in but all these fags are squatting. Like bitch let me bench’’',bad
'Fags are worse than fucking bitches I swear',bad
'fags are fags',bad
'these fags are loud and bitchy to the point they undermine their own position lol',bad
'The Females,who get set up by Fags,are traumatized not to talk to me are conned by the male Follower who pretend to back me up.',bad
'year olds smoking fags are you for real',bad
'Laughing how pathetic u fags are! Keep worshipping your Master! findom cashmaster alpha',bad
'The FDA is out here trying to get my gay blood? Don\'t they know us fags are selfish and want to watch the world burn?',bad
'I don\'t like hate . I could get beat up or killed fags are indirect showboaters never win',bad
'someone just said fags are gay on my facebook and ?',bad
'I could argue that all day. You British fags are just mad USA made it farther than you bahahaha',bad
'Fags are so messy. Lmmfao boi I tell you what\'s the real reason you texting me you mad one of yo thots wanna phonebone me ’’',bad
'. annual inflation, so not rampant! Although booze and fags are up ., yikes, might be a teetotal holiday.',bad
'The \'lipstick young\' fags are even a problem for ISIS\' recruiting.',bad
'Scooter kids and swag fags are what makes my life not worth living',bad
'All these new year posts about change. Shut the fuck up you hoes are still gonna be hoes and you fags are still gonna be fags',bad
'seriously. faggets are a real thing. dementia is a real thing. dementia fags are a real thing',bad
'Fags are fags, not faggots. -',bad
'Is that the guy that was calling OBJ fag through out the game? Damn.. Those fags are vengeful.. ’’’',bad
'Oh man. I said I wouldn\'t fuck with ppl irl anymore. But these fags are asking for it. Decisions, decisions. LOL',bad
